abies_concolor,100,20,20,1,4,89,0
abies_nordmanniana,100,40,40,2,3,89,0
acer_campestre,100,20,20,1,4,89,0
acer_ginnala,100,40,40,2,3,89,0
acer_griseum,0,0,20,0,5,88,1
acer_negundo,0,0,0,0,5,89,0
acer_palmatum,0,0,0,0,5,89,0
acer_pensylvanicum,0,0,0,0,5,89,0
acer_platanoides,12.5,20,160,1,4,82,7
acer_pseudoplatanus,0,0,0,0,3,91,0
acer_rubrum,0,0,20,0,5,88,1
acer_saccharinum,15.38462,40,260,2,3,78,11
acer_saccharum,0,0,20,0,5,88,1
aesculus_flava,15.38462,66.66667,433.3333,2,1,80,11
aesculus_glabra,44.44445,80,180,4,1,84,5
aesculus_hippocastamon,18.18182,50,275,2,2,81,9
aesculus_pavi,17.64706,60,340,3,2,75,14
ailanthus_altissima,0,0,100,0,4,86,4
albizia_julibrissin,100,20,20,1,4,89,0
amelanchier_arborea,66.66667,40,60,2,3,88,1
