abies_concolor,1.492537,10,670,1,9,1405,66
abies_nordmanniana,0,0,1271.429,0,7,1385,89
acer_campestre,0,0,0,0,7,1474,0
acer_ginnala,0,0,0,0,6,1475,0
acer_griseum,0,0,0,0,9,1472,0
acer_negundo,0,0,0,0,6,1475,0
acer_palmatum,0,0,0,0,18,1463,0
acer_pensylvanicum,0,0,0,0,7,1474,0
acer_platanoides,0,0,0,0,4,1477,0
acer_pseudoplatanus,0,0,0,0,3,1478,0
acer_rubrum,0,0,0,0,9,1472,0
acer_saccharinum,0,0,0,0,7,1474,0
acer_saccharum,0,0,0,0,4,1477,0
aesculus_flava,0,0,0,0,3,1478,0
aesculus_glabra,0,0,0,0,8,1473,0
aesculus_hippocastamon,0,0,0,0,3,1478,0
aesculus_pavi,0,0,0,0,20,1461,0
ailanthus_altissima,0,0,0,0,3,1478,0
albizia_julibrissin,0,0,40,0,5,1474,2
amelanchier_arborea,0,0,0,0,8,1473,0
amelanchier_canadensis,0,0,0,0,7,1474,0
amelanchier_laevis,0,0,0,0,6,1475,0
asimina_triloba,0,0,0,0,9,1472,0
betula_alleghaniensis,0,0,0,0,6,1475,0
betula_jacqemontii,0,0,0,0,4,1477,0
betula_lenta,0,0,0,0,2,1479,0
betula_nigra,0,0,0,0,4,1477,0
betula_populifolia,0,0,0,0,5,1476,0
broussonettia_papyrifera,0,0,0,0,10,1471,0
carpinus_betulus,0,0,0,0,3,1478,0
carpinus_caroliniana,0,0,0,0,6,1475,0
carya_cordiformis,0,0,0,0,10,1471,0
carya_glabra,0,0,0,0,15,1466,0
carya_ovata,0,0,0,0,7,1474,0
carya_tomentosa,0,0,0,0,10,1471,0
castanea_dentata,0,0,0,0,8,1473,0
catalpa_bignonioides,0,0,0,0,9,1472,0
catalpa_speciosa,0,0,0,0,14,1467,0
cedrus_atlantica,0,0,0,0,15,1466,0
cedrus_deodara,0,0,0,0,8,1473,0
cedrus_libani,0,0,0,0,9,1472,0
celtis_occidentalis,2.150538,50,2325,2,2,1386,91
celtis_tenuifolia,0,0,0,0,5,1476,0
cercidiphyllum_japonicum,0,0,0,0,4,1477,0
cercis_canadensis,2.631579,12.5,475,1,7,1436,37
chamaecyparis_pisifera,0,0,0,0,10,1471,0
chamaecyparis_thyoides,0,0,0,0,9,1472,0
chionanthus_retusus,0,0,325,0,4,1464,13
chionanthus_virginicus,0,0,133.3333,0,9,1460,12
cladrastis_lutea,0,0,0,0,10,1471,0
cornus_florida,0,0,0,0,10,1471,0
cornus_kousa,0,0,0,0,3,1478,0
cornus_mas,0,0,0,0,8,1473,0
corylus_colurna,0,0,0,0,7,1474,0
crataegus_crus-galli,0,0,100,0,2,1477,2
crataegus_laevigata,0,0,0,0,4,1477,0
crataegus_phaenopyrum,0,0,0,0,4,1477,0
crataegus_pruinosa,0,0,0,0,6,1475,0
crataegus_viridis,0,0,0,0,9,1472,0
cryptomeria_japonica,100,3.846154,3.846154,1,25,1455,0
diospyros_virginiana,0,0,33.33334,0,9,1469,3
eucommia_ulmoides,0,0,0,0,14,1467,0
evodia_daniellii,0,0,42.85714,0,7,1471,3
fagus_grandifolia,0,0,0,0,7,1474,0
ficus_carica,0,0,0,0,9,1472,0
fraxinus_americana,0,0,0,0,3,1478,0
fraxinus_nigra,0,0,0,0,17,1464,0
fraxinus_pennsylvanica,0,0,0,0,3,1478,0
ginkgo_biloba,0,0,0,0,4,1477,0
gleditsia_triacanthos,0,0,0,0,9,1472,0
gymnocladus_dioicus,100,40,40,2,3,1476,0
halesia_tetraptera,0,0,0,0,4,1477,0
ilex_opaca,0,0,0,0,5,1476,0
juglans_cinerea,0,0,0,0,19,1462,0
juglans_nigra,0,0,0,0,3,1478,0
juniperus_virginiana,0,0,0,0,13,1468,0
koelreuteria_paniculata,0,0,0,0,14,1467,0
larix_decidua,0,0,0,0,6,1475,0
liquidambar_styraciflua,0,0,0,0,9,1472,0
liriodendron_tulipifera,0,0,0,0,10,1471,0
maclura_pomifera,0,0,0,0,4,1477,0
magnolia_acuminata,0,0,0,0,5,1476,0
magnolia_denudata,0,0,0,0,12,1469,0
magnolia_grandiflora,0,0,0,0,3,1478,0
magnolia_macrophylla,0,0,0,0,4,1477,0
magnolia_soulangiana,0,0,300,0,3,1469,9
magnolia_stellata,0,0,133.3333,0,9,1460,12
magnolia_tripetala,0,0,183.3333,0,6,1464,11
magnolia_virginiana,0,0,563.6364,0,11,1408,62
malus_angustifolia,0,0,0,0,5,1476,0
malus_baccata,0,0,0,0,7,1474,0
malus_coronaria,0,0,0,0,6,1475,0
malus_floribunda,0,0,0,0,6,1475,0
malus_hupehensis,0,0,0,0,6,1475,0
malus_pumila,0,0,0,0,10,1471,0
metasequoia_glyptostroboides,0,0,130,0,10,1458,13
morus_alba,0,0,0,0,2,1479,0
morus_rubra,0,0,33.33334,0,3,1477,1
nyssa_sylvatica,4.347826,12.5,287.5,1,7,1451,22
ostrya_virginiana,0,0,0,0,5,1476,0
oxydendrum_arboreum,0,0,0,0,9,1472,0
paulownia_tomentosa,0,0,0,0,4,1477,0
phellodendron_amurense,0,0,0,0,5,1476,0
picea_abies,0,0,0,0,9,1472,0
picea_orientalis,0,0,475,0,8,1435,38
picea_pungens,10,22.22222,222.2222,2,7,1454,18
pinus_bungeana,0,0,170,0,10,1454,17
pinus_cembra,0,0,0,0,11,1470,0
pinus_densiflora,0,0,912.5,0,8,1400,73
pinus_echinata,0,0,0,0,8,1473,0
pinus_flexilis,0,0,788.8889,0,9,1401,71
pinus_koraiensis,0,0,366.6667,0,9,1439,33
pinus_nigra,0,0,562.5,0,8,1428,45
pinus_parviflora,3.030303,10,330,1,9,1439,32
pinus_peucea,0,0,314.2857,0,7,1452,22
pinus_pungens,0,0,157.1429,0,7,1463,11
pinus_resinosa,0,0,90,0,10,1462,9
pinus_rigida,0,0,825,0,8,1407,66
pinus_strobus,0,0,0,0,4,1477,0
pinus_sylvestris,0,0,866.6667,0,6,1423,52
pinus_taeda,0,0,325,0,8,1447,26
pinus_thunbergii,0,0,2350,0,2,1432,47
pinus_virginiana,1.041667,11.11111,1066.667,1,8,1377,95
pinus_wallichiana,0,0,275,0,8,1451,22
platanus_acerifolia,0,0,0,0,4,1477,0
platanus_occidentalis,0,0,0,0,4,1477,0
populus_deltoides,0,0,0,0,9,1472,0
populus_grandidentata,0,0,0,0,8,1473,0
populus_tremuloides,0,0,0,0,8,1473,0
prunus_pensylvanica,0,0,0,0,6,1475,0
prunus_sargentii,0,0,0,0,33,1448,0
prunus_serotina,0,0,25,0,4,1476,1
prunus_serrulata,0,0,333.3333,0,3,1468,10
prunus_subhirtella,0,0,0,0,9,1472,0
prunus_virginiana,0,0,0,0,36,1445,0
prunus_yedoensis,0,0,0,0,3,1478,0
pseudolarix_amabilis,0,0,0,0,7,1474,0
ptelea_trifoliata,0,0,0,0,10,1471,0
pyrus_calleryana,0,0,0,0,10,1471,0
quercus_acutissima,0,0,0,0,9,1472,0
quercus_alba,0,0,0,0,3,1478,0
quercus_bicolor,0,0,0,0,4,1477,0
quercus_cerris,0,0,0,0,3,1478,0
quercus_coccinea,0,0,50,0,4,1475,2
quercus_falcata,0,0,0,0,10,1471,0
quercus_imbricaria,0,0,20,0,5,1475,1
quercus_macrocarpa,0,0,0,0,8,1473,0
quercus_marilandica,0,0,0,0,11,1470,0
quercus_michauxii,0,0,0,0,9,1472,0
quercus_montana,0,0,0,0,11,1470,0
quercus_muehlenbergii,0,0,0,0,21,1460,0
quercus_nigra,0,0,0,0,8,1473,0
quercus_palustris,0,0,166.6667,0,3,1473,5
quercus_phellos,0,0,2133.333,0,3,1414,64
quercus_robur,0,0,0,0,5,1476,0
quercus_rubra,0,0,0,0,6,1475,0
quercus_shumardii,0,0,0,0,7,1474,0
quercus_stellata,0,0,0,0,10,1471,0
quercus_velutina,0,0,0,0,10,1471,0
quercus_virginiana,0.6172839,11.11111,1800,1,8,1311,161
robinia_pseudo-acacia,0,0,0,0,4,1477,0
salix_babylonica,0,0,0,0,10,1471,0
salix_caroliniana,0,0,0,0,7,1474,0
salix_matsudana,0,0,0,0,10,1471,0
salix_nigra,0,0,13.33333,0,15,1464,2
sassafras_albidum,11.11111,25,225,1,3,1469,8
