abies_concolor,62.5,50,80,5,5,64,3
abies_nordmanniana,100,42.85714,42.85714,3,4,70,0
acer_campestre,40,28.57143,71.42857,2,5,67,3
acer_ginnala,66.66667,33.33334,50,2,4,70,1
acer_griseum,100,11.11111,11.11111,1,8,68,0
acer_negundo,33.33334,16.66667,50,1,5,69,2
acer_palmatum,75,83.33333,111.1111,15,3,54,5
acer_pensylvanicum,100,57.14286,57.14286,4,3,70,0
acer_platanoides,23.52941,100,425,4,0,60,13
acer_pseudoplatanus,100,100,100,3,0,74,0
acer_rubrum,83.33333,55.55556,66.66667,5,4,60,1
acer_saccharinum,75,85.71429,114.2857,6,1,61,2
acer_saccharum,66.66667,50,75,2,2,65,1
aesculus_flava,0,0,66.66667,0,3,65,2
aesculus_glabra,0,0,0,0,8,62,0
aesculus_hippocastamon,0,0,33.33334,0,3,66,1
aesculus_pavi,45.45455,100,220,20,0,26,24
ailanthus_altissima,0,0,33.33334,0,3,66,1
albizia_julibrissin,100,60,60,3,2,65,0
amelanchier_arborea,100,25,25,2,6,62,0
amelanchier_canadensis,66.66667,28.57143,42.85714,2,5,48,1
amelanchier_laevis,85.71429,100,116.6667,6,0,49,1
asimina_triloba,100,100,100,9,0,47,0
betula_alleghaniensis,0,0,0,0,6,50,0
betula_jacqemontii,50,25,50,1,3,51,1
betula_lenta,100,50,50,1,1,54,0
betula_nigra,0,0,0,0,4,52,0
betula_populifolia,75,60,80,3,2,50,1
broussonettia_papyrifera,33.33334,100,300,10,0,26,20
carpinus_betulus,0,0,0,0,3,53,0
