pinus_wallichiana,Precision,0,Recall,0
platanus_acerifolia,Precision,0,Recall,0
platanus_occidentalis,Precision,0,Recall,0
populus_deltoides,Precision,0,Recall,0
populus_grandidentata,Precision,0,Recall,0
populus_tremuloides,Precision,0,Recall,0
prunus_pensylvanica,Precision,0,Recall,0
prunus_sargentii,Precision,100,Recall,3.030303
prunus_serotina,Precision,10,Recall,25
prunus_serrulata,Precision,0,Recall,0
prunus_subhirtella,Precision,0,Recall,0
prunus_virginiana,Precision,0,Recall,0
prunus_yedoensis,Precision,0,Recall,0
pseudolarix_amabilis,Precision,0,Recall,0
ptelea_trifoliata,Precision,0,Recall,0
pyrus_calleryana,Precision,0,Recall,0
quercus_acutissima,Precision,0,Recall,0
quercus_alba,Precision,0,Recall,0
quercus_bicolor,Precision,0,Recall,0
quercus_cerris,Precision,0,Recall,0
quercus_coccinea,Precision,0,Recall,0
quercus_falcata,Precision,0,Recall,0
quercus_imbricaria,Precision,20,Recall,20
quercus_macrocarpa,Precision,0,Recall,0
quercus_marilandica,Precision,0,Recall,0
quercus_michauxii,Precision,0,Recall,0
quercus_montana,Precision,0,Recall,0
quercus_muehlenbergii,Precision,0,Recall,0
quercus_nigra,Precision,0,Recall,0
quercus_palustris,Precision,0,Recall,0
quercus_phellos,Precision,0,Recall,0
quercus_robur,Precision,0,Recall,0
quercus_rubra,Precision,0,Recall,0
quercus_shumardii,Precision,0,Recall,0
quercus_stellata,Precision,0,Recall,0
quercus_velutina,Precision,0,Recall,0
quercus_virginiana,Precision,0.8928572,Recall,11.11111
robinia_pseudo-acacia,Precision,0,Recall,0
salix_babylonica,Precision,0,Recall,0
salix_caroliniana,Precision,0,Recall,0
salix_matsudana,Precision,0,Recall,0
salix_nigra,Precision,0,Recall,0
sassafras_albidum,Precision,2.222222,Recall,25
staphylea_trifolia,Precision,0,Recall,0
stewartia_pseudocamellia,Precision,0,Recall,0
styrax_japonica,Precision,1.851852,Recall,4.761905
styrax_obassia,Precision,0,Recall,0
syringa_reticulata,Precision,0,Recall,0
taxodium_distichum,Precision,7.142858,Recall,8.333334
tilia_americana,Precision,0,Recall,0
tilia_cordata,Precision,0,Recall,0
tilia_europaea,Precision,0,Recall,0
tilia_tomentosa,Precision,0,Recall,0
toona_sinensis,Precision,0,Recall,0
tsuga_canadensis,Precision,0,Recall,0
ulmus_americana,Precision,100,Recall,33.33334
ulmus_glabra,Precision,0,Recall,0
ulmus_parvifolia,Precision,0,Recall,0
ulmus_pumila,Precision,0,Recall,0
ulmus_rubra,Precision,0,Recall,0
zelkova_serrata,Precision,0,Recall,0
,,,,
,,5.031166849,,4.239162212
